x,y,z
12620,3869,0
755,4575,0
14078,7469,0
25220,4729,0
3008,15403,0
1778,14446,0
2068,16617,0
4126,4708,0
4256,21500,0
25323,592,0
17213,4660,0
9491,21043,0
11125,13263,0
6013,8029,0
24535,22174,0
951,24734,0
18522,16467,0
8136,11514,0
7698,17218,0
10053,4068,0
8614,10845,0
6668,4583,0
14801,14887,0
20605,11171,0
3676,21870,0
9682,15611,0
15383,23780,0
18109,8632,0
4386,2824,0
21086,18552,0
7445,1699,0
15790,10844,0
24063,18499,0
8166,15981,0
16239,5479,0
11369,16188,0
4234,20334,0
20345,11596,0
14790,4069,0
4051,5391,0
20996,18073,0
2713,17792,0
24088,422,0
17427,24164,0
18199,23098,0
13441,14496,0
21314,17171,0
8017,4275,0
22759,14205,0
4849,18839,0
18291,22853,0
1272,2682,0
17421,20637,0
8410,4170,0
11815,15909,0
8664,15243,0
9612,13683,0
14676,14102,0
23650,9766,0
11410,14857,0
9065,4618,0
11510,2146,0
8480,8172,0
22402,2682,0
12101,14034,0
20406,3819,0
14413,5745,0
854,2464,0
9589,10899,0
24986,18491,0
8913,21931,0
23059,12354,0
17677,3939,0
15187,14900,0
11759,1767,0
25119,9671,0
1062,1172,0
4853,6468,0
734,1101,0
10874,21165,0
12902,8604,0
6943,6359,0
5097,13910,0
22709,21733,0
22395,826,0
11344,4976,0
19988,23094,0
3577,19268,0
344,13801,0
1941,14333,0
7448,7021,0
4433,995,0
11230,5601,0
12817,23834,0
4885,3715,0
22268,3557,0
25225,11460,0
9960,2922,0
13228,17863,0
14629,18578,0
25031,12087,0
13309,1957,0
5826,16077,0
10566,5992,0
8890,14049,0
3021,19603,0
14969,13500,0
18048,20971,0
7801,6222,0
6523,744,0
15427,7374,0
13356,527,0
773,2350,0
9144,15060,0
14410,16000,0
6956,9015,0
1442,20491,0
25384,9561,0
17347,6762,0
4819,24502,0
23309,11172,0
19605,24695,0
21452,19225,0
9932,21141,0
21895,462,0
8683,10129,0
276,16363,0
23024,12124,0
17121,1391,0
21941,6739,0
3330,2823,0
21005,25161,0
10253,23797,0
5805,20944,0
8238,16891,0
19737,11935,0
16266,9510,0
2601,17905,0
24668,8398,0
17084,17830,0
1789,22212,0
15464,25137,0
9585,2906,0
11017,3376,0
21199,25158,0
2544,18411,0
9668,10229,0
22598,7865,0
8557,2003,0
20780,351,0
979,12733,0
19286,4955,0
23180,17661,0
15110,12617,0
1172,22869,0
24272,22602,0
10574,927,0
14230,13328,0
7788,25094,0
21534,17426,0
15679,1456,0
8090,1226,0
7593,21755,0
2549,10423,0
9141,14206,0
6469,19572,0
23735,13030,0
18439,12272,0
20059,12856,0
15215,14391,0
24566,21821,0
7096,9816,0
18969,21038,0
5389,11730,0
20517,6855,0
6951,11594,0
14442,19088,0
20711,10520,0
4725,6565,0
19988,25422,0
25277,16694,0
22971,16007,0
4247,22239,0
3820,19404,0
11915,24534,0
16373,23239,0
13211,1582,0
17093,20264,0
20452,23415,0
6987,8242,0
5458,22435,0
8005,8396,0
4372,14339,0
12422,4634,0
23639,2381,0
9627,13100,0
913,24751,0
9398,22282,0
12503,24962,0
23775,6674,0
6103,11082,0
24829,5544,0
1321,12583,0
8234,11936,0
1792,7595,0
8728,12764,0
15139,6408,0
25008,7273,0
7382,11029,0
14810,2317,0
25402,9786,0
16709,19521,0
3173,23876,0
18580,24301,0
6478,10812,0
19558,21380,0
4219,22716,0
5148,8546,0
4150,4490,0
6007,16362,0
24742,19165,0
7366,8727,0
20406,6739,0
9219,1082,0
20497,8550,0
21435,2335,0
22061,9440,0
11845,17948,0
479,21329,0
12745,15698,0
8941,9418,0
11617,21992,0
19882,11386,0
2965,21611,0
12371,12059,0
16021,7439,0
3499,14537,0
3846,22425,0
12222,4603,0
17987,23176,0
1865,11680,0
2570,14123,0
13035,9790,0
7700,15489,0
3083,24811,0
19986,18274,0
4633,10409,0
10613,8332,0
9752,7589,0
1918,21680,0
21579,2238,0
21249,22038,0
24965,15940,0
24266,3211,0
22038,5753,0
13985,15144,0
15605,12035,0
11230,21672,0
6698,19041,0
4104,22603,0
5888,501,0
11263,7311,0
11152,17614,0
17462,20916,0
15535,12815,0
22164,20826,0
22622,12909,0
11310,3975,0
207,19367,0
22999,2737,0
17315,17054,0
2197,16458,0
10541,17500,0
15054,10257,0
22754,11829,0
16486,7895,0
2297,24560,0
8496,17322,0
5453,2253,0
9744,12988,0
1192,21308,0
5252,9492,0
935,4953,0
1386,2113,0
18415,2122,0
23892,20527,0
3894,19175,0
5649,23694,0
12368,18721,0
22812,6162,0
6592,15499,0
12641,10018,0
15300,25122,0
8639,12065,0
20141,8806,0
17858,1780,0
7696,758,0
13171,6458,0
2583,19357,0
15729,8205,0
21447,4017,0
7131,13475,0
22430,1155,0
9001,3816,0
22857,22087,0
18973,8714,0
514,13729,0
8906,558,0
16916,15698,0
24191,61,0
24963,1114,0
22473,25002,0
23487,4614,0
349,21283,0
24500,24227,0
15054,11227,0
11570,9612,0
10090,10838,0
14468,24329,0
8464,25211,0
5418,21946,0
1421,18377,0
13071,22076,0
24747,3636,0
13415,16673,0
16146,3236,0
17961,12564,0
1291,10242,0
21446,6172,0
6319,20287,0
20919,14749,0
14344,19874,0
20898,17007,0
15106,5096,0
2082,10928,0
