x,y,z
4098,4191,0
19702,12313,0
25223,7847,0
14047,25433,0
19159,18295,0
3547,5371,0
22451,4947,0
8967,6938,0
12825,7726,0
23536,5533,0
7150,20314,0
17537,10804,0
5119,8174,0
15624,7589,0
2907,5842,0
6399,11280,0
510,4688,0
12744,23920,0
5433,15880,0
17486,10032,0
10349,13175,0
12087,4022,0
7989,8038,0
23745,21093,0
21457,10976,0
3533,3672,0
12499,25401,0
20390,23894,0
12743,13602,0
16201,18565,0
17214,7157,0
7262,14815,0
5501,13699,0
13402,19648,0
8555,14430,0
5238,8784,0
22471,11172,0
20184,14857,0
4581,9815,0
2017,22782,0
16046,4854,0
21606,176,0
1023,23648,0
9027,23416,0
8145,22630,0
16191,1119,0
10568,12104,0
3499,16547,0
11903,19953,0
2084,13479,0
23155,6460,0
19938,9522,0
20176,15986,0
3566,200,0
2878,25064,0
4982,17436,0
6641,19252,0
2743,520,0
11607,18665,0
4252,15308,0
21069,24380,0
22696,24654,0
12042,13918,0
249,19674,0
8635,12654,0
6987,20823,0
14531,10639,0
15578,23528,0
14596,10723,0
13350,5913,0
20540,5347,0
23268,2400,0
15525,15688,0
15595,12589,0
17850,7992,0
17817,5063,0
7146,14856,0
12537,19961,0
13921,12728,0
6877,2729,0
18288,24448,0
7983,13219,0
11216,15528,0
20245,10327,0
13829,20819,0
23107,3722,0
10359,15698,0
16269,16138,0
6226,25004,0
12247,24620,0
19117,4152,0
1411,12480,0
19368,23903,0
22846,9377,0
2451,2727,0
23078,25339,0
7596,11644,0
14715,16309,0
1704,5278,0
11981,11020,0
10962,17361,0
21086,19897,0
12838,3635,0
9065,3015,0
19710,22382,0
4347,18575,0
10212,24525,0
18344,7654,0
12670,10359,0
15584,9876,0
10523,2279,0
10896,14022,0
13635,6379,0
903,24376,0
7706,10232,0
20925,10685,0
15691,4772,0
20768,15903,0
16856,23456,0
9602,8668,0
21803,11145,0
23077,10898,0
24069,22819,0
15989,22297,0
8330,13790,0
16258,16281,0
16005,7299,0
22246,23372,0
14512,20948,0
19844,14760,0
7975,5999,0
25084,6541,0
24641,16683,0
18691,15287,0
904,12112,0
2567,22535,0
8221,14627,0
8168,4912,0
7888,19638,0
4453,6647,0
16978,12879,0
1259,19985,0
23979,22597,0
4930,24014,0
7923,16734,0
19900,16497,0
12442,13925,0
12758,4642,0
16960,16853,0
6073,15331,0
10145,9270,0
12661,10636,0
9410,20724,0
5624,11573,0
14854,13857,0
12388,13064,0
3378,4630,0
11944,22382,0
2008,10290,0
17083,2389,0
6683,5813,0
9280,12124,0
15354,19658,0
23186,24626,0
18251,20185,0
24371,19874,0
10613,7635,0
12273,6418,0
15721,4083,0
6976,10712,0
20363,17599,0
16851,22365,0
3586,19325,0
19989,12213,0
7756,20947,0
20661,19146,0
13595,16859,0
6043,14733,0
23086,4026,0
23189,17118,0
466,23979,0
23728,10767,0
5007,14428,0
22577,17534,0
13479,23987,0
15679,10854,0
3318,17705,0
9112,17177,0
13037,11953,0
17889,7779,0
20565,2871,0
17829,23640,0
15472,9436,0
2627,11668,0
16749,9855,0
23462,25104,0
3018,25133,0
13347,14683,0
18941,1382,0
6560,11748,0
1477,15663,0
16866,22616,0
556,5794,0
25262,19702,0
23363,12106,0
14706,10314,0
14263,9687,0
24627,1687,0
10577,3201,0
7867,4009,0
24770,1278,0
2287,142,0
4474,13763,0
23582,3511,0
6409,24448,0
9215,9971,0
4692,3748,0
7370,7903,0
22405,2112,0
4064,23478,0
15784,602,0
10476,19847,0
15538,14792,0
5830,15324,0
23797,6483,0
9112,21156,0
6261,3128,0
15089,17086,0
9489,24417,0
13255,16403,0
13966,21201,0
730,21030,0
14104,9914,0
9987,22409,0
21658,5309,0
2781,25120,0
1680,17963,0
13255,17178,0
24587,14002,0
14595,3838,0
12912,4678,0
18766,14705,0
14564,4267,0
12111,2463,0
675,22594,0
10038,17266,0
13542,21768,0
18931,25375,0
22055,19203,0
7293,24828,0
