x,y,z
19189,23331,0
7539,17608,0
20775,4093,0
5111,4231,0
4365,15354,0
9231,24590,0
9063,864,0
17468,20070,0
4028,10635,0
8546,880,0
25166,18669,0
710,232,0
2097,9618,0
647,14699,0
5759,12179,0
7713,6335,0
16292,6853,0
15407,6337,0
15928,24443,0
9290,21931,0
980,9832,0
23065,3069,0
18870,2057,0
16142,23731,0
10082,21364,0
22857,7877,0
21933,20772,0
1985,24784,0
23696,23646,0
15047,19063,0
843,24142,0
19841,24041,0
6785,5561,0
18683,5979,0
12524,13117,0
8915,18825,0
25373,9131,0
18321,2747,0
15756,3151,0
4146,1698,0
25117,13132,0
6942,23933,0
17428,3574,0
25149,16115,0
9369,16385,0
8625,7783,0
15901,18193,0
15294,16172,0
24581,14956,0
1617,13834,0
12290,10372,0
25415,20216,0
24883,16721,0
25399,19493,0
9137,23070,0
22299,20689,0
17427,18299,0
19205,5581,0
21390,18252,0
25134,12671,0
1058,18569,0
23493,15668,0
2515,11438,0
5517,7871,0
22559,19877,0
23564,24699,0
10685,3784,0
13519,1148,0
7942,23221,0
6730,23119,0
8403,12895,0
18043,10286,0
10205,3662,0
8268,21150,0
22240,17239,0
16993,3120,0
14194,15318,0
5514,4890,0
3523,23401,0
11545,15717,0
2077,23157,0
18152,9812,0
13355,8080,0
19944,8087,0
7693,19302,0
9794,14305,0
20568,22124,0
17424,6982,0
645,13397,0
22626,422,0
10811,16790,0
15252,6667,0
17326,22470,0
21194,8111,0
9968,21468,0
11229,18928,0
7405,4088,0
17992,8865,0
6086,5554,0
17782,3801,0
24928,16723,0
2777,21952,0
17230,4977,0
5415,4994,0
5005,19423,0
24785,12419,0
3159,13235,0
9031,12450,0
9430,8339,0
2173,21593,0
24318,2200,0
13202,8445,0
18317,987,0
2929,21216,0
19913,11138,0
10949,20080,0
17277,15694,0
8798,16673,0
3239,19565,0
17980,15846,0
4277,21450,0
15690,5552,0
10122,7324,0
19994,6184,0
16524,2369,0
15691,3702,0
4255,22993,0
8141,23339,0
16253,16384,0
9447,25424,0
8546,21941,0
16808,5201,0
577,11207,0
24862,8025,0
18812,3965,0
15685,20467,0
11153,8302,0
22260,19815,0
13101,15412,0
6110,23298,0
1087,12507,0
18900,22153,0
4777,11584,0
16650,20387,0
14150,391,0
6252,17221,0
13951,22175,0
2319,8081,0
12892,16345,0
18702,17420,0
19102,168,0
15255,11138,0
12085,16259,0
19973,23981,0
8601,24400,0
5768,18856,0
3476,9821,0
21510,6449,0
18592,21739,0
18646,5947,0
3320,20784,0
7523,11134,0
16551,2005,0
22103,12390,0
5546,20125,0
18516,5365,0
9710,2018,0
3046,22493,0
16178,20831,0
14203,4900,0
7335,15219,0
12609,7470,0
8872,11421,0
17373,6209,0
19087,13788,0
20495,10883,0
13927,2583,0
18464,8884,0
19020,18369,0
1074,9641,0
24793,10658,0
19327,24024,0
15118,23722,0
19999,22324,0
24881,2854,0
14843,21039,0
5078,8955,0
8869,6937,0
6002,20364,0
14405,7257,0
4224,17344,0
7298,19229,0
24994,16579,0
598,18447,0
3975,24539,0
22290,21913,0
24705,11229,0
19632,22023,0
3486,13714,0
4240,18131,0
14327,11214,0
24996,12520,0
13665,22943,0
6154,7168,0
16419,13061,0
16448,17145,0
10595,21593,0
5223,845,0
11525,20064,0
17571,19553,0
14304,2562,0
20545,518,0
19475,2927,0
19340,9197,0
1356,15905,0
4624,24953,0
16136,3219,0
3021,14527,0
21447,3476,0
23656,15169,0
12441,7051,0
8849,22311,0
12609,15918,0
19661,23479,0
18776,444,0
12642,15226,0
23863,7015,0
6212,14266,0
12430,19851,0
3197,18481,0
11669,7792,0
18081,11516,0
14449,15481,0
9915,20303,0
17334,23987,0
21453,3177,0
17100,16979,0
25132,25142,0
6442,15932,0
20181,12537,0
4410,15079,0
9537,19642,0
8751,1590,0
9173,16847,0
9802,6114,0
