x,y,z
38211,9446,0
27930,3441,0
6076,5666,0
45128,10511,0
39712,4490,0
48551,5306,0
15257,8416,0
37131,6007,0
14336,145,0
11768,3207,0
35167,3769,0
28448,11428,0
27092,7156,0
24054,7011,0
7016,3774,0
40744,4291,0
40799,10011,0
37723,6387,0
16776,9657,0
11881,1883,0
7782,2601,0
19557,2701,0
31180,9659,0
26010,4235,0
8860,1848,0
17965,4358,0
17292,11879,0
45797,3583,0
46409,9255,0
12345,8598,0
25292,10244,0
26914,2562,0
38921,732,0
194,4000,0
11211,2644,0
22997,5681,0
49844,4788,0
3197,5481,0
21751,599,0
16184,5274,0
16115,2651,0
48160,10696,0
8315,9216,0
32174,1939,0
41974,6944,0
9931,8426,0
14171,8086,0
40032,10138,0
18368,519,0
38151,7004,0
2888,9090,0
45334,7413,0
33322,10901,0
43692,11069,0
44414,7295,0
12020,7479,0
41610,3365,0
47453,3560,0
33771,2263,0
46859,10067,0
31216,6346,0
49582,1153,0
12388,3568,0
19851,11315,0
40810,9873,0
34713,1829,0
19258,12618,0
41745,1658,0
47339,2054,0
34661,6709,0
14,7935,0
17369,12431,0
3231,4035,0
10035,4432,0
25857,5592,0
4579,6348,0
7211,2717,0
19627,2480,0
4216,1872,0
15555,4373,0
35431,9789,0
6940,1689,0
14890,1874,0
47681,8279,0
16179,11840,0
16832,11009,0
9665,6270,0
11942,2613,0
34240,2126,0
9689,10528,0
19465,1191,0
28145,8846,0
9601,2449,0
4520,4304,0
46023,7676,0
19269,1620,0
43831,9185,0
26661,11936,0
24948,11111,0
16156,376,0
16933,10762,0
11262,10189,0
3033,12653,0
48699,12220,0
32220,6424,0
19087,11836,0
32857,8635,0
11387,11236,0
1577,3927,0
18208,4252,0
15455,127,0
21572,12089,0
10467,2872,0
33298,8143,0
33894,5416,0
13955,11185,0
47521,98,0
21038,972,0
38392,12422,0
21860,7846,0
44944,3165,0
21860,8854,0
34142,7652,0
31616,5357,0
5636,5979,0
5196,3205,0
24191,12292,0
48389,11101,0
18563,10832,0
3666,7761,0
36304,859,0
1904,3373,0
8347,10324,0
38748,2268,0
31450,12538,0
22514,7704,0
22460,94,0
1083,3847,0
35703,837,0
16265,12487,0
5217,9471,0
14930,11257,0
13876,9949,0
21707,3423,0
42680,1918,0
46314,3348,0
6411,2710,0
28415,6837,0
20449,5885,0
35474,1879,0
30823,9521,0
41969,3845,0
10287,709,0
45609,1969,0
10095,10291,0
21460,7457,0
47030,8186,0
29617,7015,0
46781,3608,0
27505,10220,0
31752,9305,0
33352,6179,0
23210,9755,0
45455,3272,0
26426,11180,0
15245,6568,0
19087,4008,0
25798,5065,0
31686,7176,0
16585,1323,0
8439,11749,0
28963,4448,0
34559,9667,0
45603,4240,0
25476,5332,0
32965,5214,0
42274,11957,0
40126,5800,0
28579,9403,0
44437,7792,0
49126,7861,0
16614,9167,0
26399,11865,0
38252,2618,0
20223,8167,0
34256,3496,0
43702,8383,0
11045,5307,0
17437,2910,0
30386,2671,0
19393,4487,0
27475,8581,0
28609,11116,0
50448,5877,0
7158,8419,0
48948,4264,0
19785,1415,0
20241,2417,0
28849,1958,0
22408,4199,0
3988,9766,0
20071,12223,0
42143,6602,0
8260,71,0
42251,4558,0
36902,11961,0
36386,1079,0
30475,5218,0
7676,2664,0
50824,5504,0
1290,12415,0
41036,9555,0
45914,3308,0
27096,11116,0
35761,2460,0
27509,9566,0
22493,6136,0
24866,9957,0
20145,5795,0
23712,12029,0
13640,8831,0
16416,3095,0
43291,12385,0
1783,5729,0
31830,12637,0
13272,5378,0
32088,11820,0
21959,1095,0
11775,10138,0
50584,4455,0
32325,7417,0
31313,4706,0
41254,3157,0
2782,10576,0
40639,11615,0
27580,11647,0
4762,1915,0
29152,11976,0
2838,10310,0
32375,9965,0
122,7899,0
39938,9394,0
42021,7169,0
736,11686,0
12457,5809,0
18303,11452,0
864,9899,0
37678,3756,0
34317,2207,0
13941,9107,0
16134,10579,0
13784,5137,0
49410,12224,0
39232,10555,0
8233,2361,0
23584,9735,0
9875,3858,0
48242,3493,0
35130,11451,0
8416,2823,0
21298,3053,0
42921,11480,0
39340,6034,0
42044,9323,0
1160,6201,0
45524,3099,0
8441,4018,0
47068,12594,0
37892,11705,0
14181,3606,0
35400,10888,0
22713,2486,0
14788,943,0
36961,4772,0
35008,2740,0
49947,5547,0
36650,12496,0
41767,10045,0
48870,4424,0
13814,3225,0
46914,5777,0
12276,10951,0
35745,9612,0
42149,9434,0
34690,2786,0
1249,6483,0
44129,8577,0
14720,6349,0
48474,6697,0
21283,7242,0
41839,11939,0
