x,y,z
19190,4205,0
25235,15196,0
522,23755,0
20542,7712,0
12780,112,0
12729,6048,0
1955,5264,0
4624,8642,0
9594,21336,0
19780,10957,0
3910,11535,0
15054,24678,0
11586,16200,0
10810,18064,0
11823,23980,0
9155,10226,0
16186,24689,0
21355,12421,0
9774,24564,0
7863,6182,0
3903,22809,0
13785,5283,0
1583,23190,0
2850,17304,0
16612,8135,0
11562,3426,0
1597,888,0
12670,11621,0
12984,15837,0
21131,14565,0
18957,10477,0
8165,2287,0
11784,21585,0
15626,12855,0
14610,925,0
21177,2235,0
18741,21061,0
13157,20816,0
22987,15476,0
5202,14868,0
10575,12145,0
19996,2605,0
22319,11559,0
5383,13677,0
14686,11417,0
4480,15166,0
15989,1566,0
21006,7186,0
10598,10640,0
4014,6801,0
16382,997,0
3495,6763,0
6418,17750,0
2598,10054,0
7406,2391,0
10614,13142,0
22775,1539,0
17234,8449,0
23254,12694,0
14263,14795,0
21386,13126,0
24972,18246,0
9170,619,0
5039,15094,0
9955,12702,0
16635,14515,0
24899,25309,0
23644,23494,0
19739,10927,0
16243,3756,0
3333,4295,0
1427,14100,0
21709,8684,0
8161,9937,0
16122,19276,0
18591,24463,0
1111,14953,0
6647,14176,0
21007,20784,0
2775,23068,0
6340,15124,0
3935,2837,0
4506,454,0
4326,11144,0
20200,3708,0
21697,17059,0
19242,6012,0
13193,253,0
18708,54,0
317,792,0
13304,2068,0
22164,1015,0
12650,17867,0
13568,8168,0
22347,538,0
11984,7788,0
1014,24110,0
9119,24009,0
6965,2884,0
12376,9455,0
21861,13366,0
6120,16869,0
102,16096,0
17831,555,0
3812,15849,0
9014,12791,0
10060,17109,0
25182,8497,0
22373,2341,0
11123,17835,0
15608,16335,0
24975,984,0
11437,22576,0
1932,15877,0
17064,12133,0
23399,14424,0
8557,17187,0
7897,4297,0
1060,21094,0
20917,21947,0
6723,24220,0
20883,12099,0
3994,4584,0
16323,12136,0
21907,14952,0
15341,15949,0
21589,21704,0
21170,20928,0
11689,7877,0
4117,10331,0
4225,21088,0
3797,1463,0
23838,9713,0
19408,14218,0
20924,18332,0
746,17685,0
11640,24500,0
20796,23888,0
4521,1121,0
8481,7629,0
11870,19283,0
22918,5523,0
20999,23708,0
8234,18812,0
4704,25411,0
20050,9392,0
1420,2407,0
15549,24939,0
14245,24627,0
250,14857,0
16018,20799,0
15631,17314,0
12130,14459,0
11152,21872,0
1613,4680,0
1395,5748,0
24265,5404,0
11273,3966,0
19458,3970,0
7759,24872,0
21177,2719,0
1494,21351,0
4282,14514,0
4129,3189,0
13132,23937,0
5638,16575,0
1139,9317,0
409,20535,0
15662,7892,0
4450,20301,0
14324,13218,0
5335,24591,0
13748,22436,0
14337,23313,0
9510,18014,0
13488,19409,0
23357,13939,0
4157,11283,0
2840,2942,0
6564,23207,0
11093,20579,0
20320,21879,0
706,8927,0
12464,18557,0
13044,3581,0
10461,23576,0
11324,13105,0
4325,18418,0
129,10814,0
21523,8946,0
22985,1943,0
674,8978,0
1371,24815,0
6869,12484,0
504,13042,0
20048,16513,0
11754,23305,0
11419,20628,0
11638,17683,0
17449,6808,0
13070,13883,0
17292,17827,0
11570,1318,0
5125,12966,0
23698,20839,0
25039,4009,0
23602,15155,0
18591,11101,0
6037,4535,0
3591,9159,0
14960,6228,0
19117,11470,0
24779,9228,0
7764,14342,0
13726,5001,0
25201,20759,0
20031,11758,0
14229,8391,0
14461,18788,0
18021,13226,0
19376,24609,0
5744,18027,0
24930,23644,0
16316,12968,0
3112,20150,0
13893,2306,0
2,1218,0
18073,6078,0
23910,3520,0
7103,14867,0
3433,5320,0
1557,23493,0
13667,23039,0
17839,19802,0
9980,5893,0
19612,14452,0
5773,1530,0
16840,22331,0
8202,17200,0
2474,22792,0
2418,1522,0
6325,7461,0
613,24102,0
11575,6578,0
15711,5779,0
13571,7611,0
3012,18855,0
2098,24140,0
13668,22652,0
12512,2110,0
3965,13848,0
9071,4454,0
19209,13304,0
16946,5304,0
9149,11607,0
6580,15395,0
10013,1886,0
13215,24631,0
13364,3943,0
13080,12005,0
13855,4328,0
13108,24362,0
19363,5959,0
9456,11660,0
21327,25017,0
14583,21123,0
7252,10841,0
18050,7253,0
22715,5273,0
8781,11652,0
10883,16704,0
25013,18851,0
23326,17511,0
6364,15259,0
23940,3735,0
2643,13507,0
25156,6314,0
19331,8279,0
24958,19156,0
10278,5352,0
15130,1768,0
19610,3817,0
23523,19714,0
10927,25265,0
759,22917,0
17349,23383,0
20065,6638,0
19808,17977,0
22595,15437,0
6078,1787,0
19336,10605,0
25291,8647,0
110,17427,0
395,13286,0
13163,6696,0
15359,8980,0
11576,10087,0
8710,8776,0
5195,5645,0
15728,21500,0
21661,20361,0
3532,25237,0
18071,22394,0
25300,4743,0
6158,24954,0
15712,16935,0
3285,24808,0
7311,23133,0
12969,18905,0
25374,10348,0
16390,12682,0
545,3323,0
12954,18962,0
25017,3240,0
22145,17417,0
18073,3397,0
21070,15703,0
13525,22746,0
19446,1608,0
24235,15676,0
22004,18024,0
14103,15133,0
1855,5432,0
7168,2686,0
10544,11476,0
17598,12289,0
2790,15014,0
21982,20680,0
17514,12622,0
4536,18607,0
20253,13677,0
18503,4761,0
1640,11455,0
2227,7635,0
604,7432,0
14035,934,0
23747,2299,0
25075,6242,0
2828,10747,0
19643,9875,0
4253,4907,0
4198,18345,0
8651,9368,0
18072,18957,0
13270,9883,0
24687,18078,0
24766,1139,0
18447,1488,0
21205,18835,0
22738,17006,0
3911,9899,0
21127,23701,0
922,14252,0
11244,1066,0
669,15333,0
17335,21170,0
10011,15019,0
744,17836,0
24569,3073,0
9486,11859,0
20225,22513,0
7471,13700,0
2517,11259,0
24160,313,0
20959,15680,0
3904,21859,0
16308,13960,0
17160,14662,0
10402,22807,0
19588,509,0
24350,23969,0
11378,11661,0
17209,12261,0
7080,25199,0
