x,y,z
595,7191,0
17574,4248,0
17372,7308,0
29,11551,0
12531,6277,0
39697,8159,0
19808,6048,0
41728,6779,0
19418,4786,0
33595,1140,0
33848,3951,0
41552,5300,0
20543,2984,0
2881,8782,0
3267,478,0
46145,5751,0
19602,4355,0
2627,10518,0
34667,2861,0
38230,836,0
37369,10098,0
26507,5760,0
28238,7702,0
18101,7747,0
15121,10401,0
42098,1672,0
35388,6876,0
24482,12404,0
6277,7409,0
27616,11358,0
9458,12359,0
29263,9169,0
5006,6542,0
5920,5679,0
44445,2638,0
21691,11847,0
10417,867,0
38994,6158,0
50323,4691,0
23064,10867,0
6272,10240,0
22959,8870,0
38214,5121,0
20508,6475,0
27482,6547,0
5053,3876,0
4929,8475,0
50788,1270,0
32106,3864,0
15861,5412,0
31545,10058,0
3150,4453,0
30486,1850,0
14042,3960,0
37230,924,0
6574,1956,0
28550,9908,0
49430,1743,0
18818,10256,0
23537,5317,0
27782,5933,0
30318,2131,0
26669,8739,0
39390,1727,0
45923,11787,0
42184,1489,0
32752,5135,0
40909,11667,0
22647,7190,0
28036,3517,0
8975,3659,0
5577,6022,0
17492,3627,0
7253,364,0
46687,5499,0
47318,445,0
49798,2136,0
19099,663,0
25846,7598,0
8272,6746,0
3946,11416,0
37089,5229,0
4323,10075,0
974,7540,0
24827,492,0
26526,10420,0
6377,3018,0
2466,924,0
46195,3672,0
29487,8556,0
47063,2067,0
1606,9102,0
4641,12304,0
18101,2206,0
4909,11202,0
871,1013,0
37592,12443,0
3681,1550,0
47377,9298,0
2942,2017,0
14520,5338,0
31346,11459,0
31246,7067,0
18483,6068,0
30542,254,0
11304,8446,0
10246,1925,0
49467,8314,0
25333,12424,0
41028,2950,0
25642,1740,0
4485,9678,0
39131,9409,0
37051,3369,0
35585,3748,0
10223,2369,0
26004,5905,0
46672,6771,0
46995,5476,0
14576,3298,0
23620,1665,0
46605,3004,0
8904,8538,0
6787,4615,0
48621,1569,0
14289,7208,0
48781,9386,0
20444,4013,0
48383,2757,0
45555,9768,0
15333,7121,0
3738,2862,0
35665,4408,0
4046,2110,0
1520,12527,0
26070,12244,0
17282,11756,0
19550,6455,0
50380,1443,0
29530,3680,0
4932,1997,0
26996,9547,0
1600,5304,0
17663,8579,0
38562,12360,0
47398,9613,0
49897,11358,0
49759,220,0
33325,4508,0
47855,9248,0
35498,1703,0
12118,7011,0
27337,7692,0
23518,1879,0
11017,5921,0
42394,6666,0
7948,770,0
41692,4984,0
8349,11856,0
13669,3598,0
25174,3100,0
23643,2885,0
17131,5961,0
39360,4008,0
8345,3009,0
49766,9445,0
11763,10371,0
29891,7468,0
962,9036,0
38150,2281,0
8753,6735,0
6728,12418,0
11670,10557,0
3319,3509,0
832,6882,0
17604,6227,0
45742,6480,0
1913,7142,0
10477,5858,0
4555,12180,0
48481,12049,0
43218,1074,0
36772,12177,0
15107,2530,0
32443,6136,0
22728,6816,0
30095,5912,0
3094,6537,0
22735,11943,0
21392,5916,0
21509,2008,0
41503,7103,0
34783,8995,0
37830,8915,0
2600,10118,0
15632,4482,0
41215,10139,0
20426,3418,0
9648,7093,0
25016,12100,0
10750,5796,0
45877,1459,0
41628,4390,0
27176,3514,0
3619,643,0
263,11682,0
44443,6473,0
12144,5819,0
12670,3903,0
34601,5199,0
8912,9575,0
26644,497,0
36487,1333,0
46036,2331,0
