x,y,z
13201,21314,0
9775,9469,0
8917,15634,0
17381,2020,0
1878,10588,0
14922,18383,0
6429,11677,0
14496,5757,0
3620,44,0
4271,4051,0
8235,587,0
20083,15727,0
20948,15308,0
21443,17613,0
18112,15866,0
13180,12956,0
17542,12500,0
23399,22636,0
7427,12884,0
10725,17152,0
8683,24858,0
3829,9541,0
7687,6345,0
16566,2532,0
2883,21010,0
21860,4602,0
10626,25009,0
22010,21191,0
11422,5564,0
12989,17189,0
24268,30,0
17842,6727,0
18620,23414,0
14201,20549,0
2171,23605,0
10491,17023,0
15497,15736,0
1045,9099,0
5078,9009,0
11809,24070,0
7855,22377,0
11816,12805,0
15519,5290,0
9055,11160,0
14527,24018,0
11809,14849,0
10826,3678,0
18800,2346,0
10525,23377,0
10328,18257,0
5894,19329,0
24380,16673,0
17384,9314,0
6347,2027,0
8354,19626,0
6121,11766,0
20688,2640,0
3817,11622,0
9583,2173,0
5336,13497,0
2819,5114,0
8614,13758,0
12071,14321,0
6357,9823,0
1184,5545,0
4649,14015,0
24739,21034,0
8181,18631,0
12442,2364,0
10625,3292,0
5222,8827,0
21079,15195,0
15721,5532,0
12305,11036,0
12819,12800,0
5008,16514,0
20508,16193,0
11153,20214,0
9707,74,0
8559,2821,0
15761,6276,0
7786,14317,0
24688,8019,0
21930,7759,0
20747,15786,0
7288,12272,0
9238,12206,0
20015,22023,0
7915,17837,0
14363,13946,0
12680,18194,0
5967,19763,0
21050,11382,0
6333,1915,0
13462,24050,0
2012,21061,0
24699,4314,0
22849,15692,0
17725,10279,0
17774,3417,0
14062,15990,0
8391,18250,0
19039,24359,0
20598,21374,0
13619,11980,0
9033,9167,0
25243,13743,0
9871,8855,0
17949,23722,0
8459,23586,0
6364,7552,0
6948,24822,0
10249,24798,0
8969,367,0
14113,16071,0
23113,3544,0
16966,13792,0
25214,13560,0
9051,14107,0
16041,7746,0
12968,16095,0
7315,10404,0
15618,21660,0
2629,1319,0
7862,5115,0
16018,16225,0
12854,16500,0
15697,17813,0
20430,1715,0
22469,15955,0
10536,16376,0
16654,17202,0
18862,24158,0
16441,1082,0
10269,1112,0
23610,20063,0
1031,2342,0
19900,23310,0
15178,16735,0
3964,19611,0
10758,15997,0
23722,17264,0
23762,24089,0
16231,13418,0
8159,4210,0
9298,10920,0
8397,19150,0
16757,1458,0
23412,7129,0
20163,17820,0
8010,298,0
18541,933,0
18994,23474,0
14554,9998,0
17713,3953,0
17001,21974,0
13520,3852,0
14255,10104,0
22954,9782,0
12934,11383,0
20003,3019,0
8888,8691,0
16058,18883,0
638,2950,0
1505,23274,0
350,25046,0
2638,18051,0
5440,17909,0
13648,19601,0
7334,2812,0
24774,3270,0
22987,4775,0
2038,15388,0
25294,21808,0
14307,25397,0
18997,14657,0
9978,11980,0
12103,22082,0
15496,19615,0
