x,y,z
10485,17662,0
9156,13297,0
19980,15529,0
11999,6195,0
755,17015,0
19570,12578,0
11046,8431,0
2032,14058,0
14041,9172,0
8440,9395,0
22611,14116,0
4752,23148,0
20163,2996,0
5514,8907,0
19309,9283,0
3791,6585,0
5749,599,0
12959,2148,0
9392,12854,0
1242,135,0
16104,18754,0
2436,6661,0
18079,4976,0
3352,10091,0
10358,23712,0
17722,6776,0
4261,9486,0
9582,13530,0
23065,20887,0
2235,8102,0
13336,1709,0
15707,4539,0
16195,11577,0
19954,6595,0
2987,15960,0
9632,22151,0
9785,4279,0
9617,4727,0
475,7874,0
8093,24514,0
7511,1743,0
13452,10371,0
22232,24910,0
11706,23422,0
20025,11030,0
1383,23007,0
19038,12276,0
19442,25149,0
9689,15852,0
11172,2274,0
1935,23096,0
18448,19777,0
14360,24459,0
16,16346,0
20738,9362,0
17569,15164,0
25146,24548,0
3067,11660,0
1663,22255,0
5199,1173,0
2994,11389,0
20203,16918,0
12940,18967,0
20394,24873,0
18905,15197,0
409,24789,0
19081,7964,0
24732,3680,0
14625,19948,0
953,10425,0
19839,11386,0
24352,16515,0
18336,16534,0
22405,24539,0
5946,21019,0
10176,14796,0
21450,3476,0
11022,2448,0
9049,24176,0
25287,2864,0
13423,2864,0
24974,13426,0
1535,15410,0
163,18250,0
14281,182,0
12751,22860,0
11264,8781,0
15032,23504,0
18977,20678,0
13530,2174,0
19476,20776,0
3959,930,0
11672,16122,0
4061,10391,0
3009,23539,0
14346,16804,0
22169,7666,0
373,940,0
15093,5363,0
18325,16786,0
1856,16307,0
14783,3067,0
8645,21526,0
12331,18688,0
20698,2847,0
219,17705,0
14205,4417,0
6387,8885,0
17617,22429,0
19155,20621,0
14229,12755,0
8611,24879,0
2406,12196,0
15547,7212,0
7071,3893,0
25407,18669,0
12136,9672,0
6079,12137,0
10186,13662,0
23518,10351,0
19456,15946,0
13600,18931,0
4716,14297,0
23217,9610,0
21606,21248,0
21538,17978,0
24503,23988,0
15349,25040,0
3886,23815,0
10391,20561,0
23203,21109,0
11967,17309,0
12396,15015,0
20606,15930,0
16551,13699,0
17312,8261,0
693,9945,0
20139,12686,0
8154,6859,0
4798,22634,0
22882,3456,0
22139,7226,0
15513,25352,0
8456,9928,0
13006,14961,0
4975,17509,0
18905,3915,0
4706,24519,0
16829,7472,0
15586,9613,0
2986,16969,0
15293,23213,0
14848,1794,0
12377,3966,0
7999,17387,0
14869,15795,0
6639,18005,0
10523,7014,0
390,9229,0
1859,13726,0
12403,10918,0
16760,12026,0
18595,9882,0
16995,7684,0
13863,14724,0
2635,6479,0
10043,18781,0
23771,25268,0
13697,10171,0
19499,5245,0
4414,19725,0
16499,11829,0
10259,12686,0
14919,8675,0
5965,18741,0
3440,645,0
10172,22153,0
69,25273,0
21537,14627,0
4051,13870,0
19284,12530,0
9167,11089,0
4343,11561,0
23276,18964,0
6974,7271,0
22469,13015,0
21370,24300,0
23985,6515,0
23042,7458,0
21225,22496,0
8995,24883,0
12076,18919,0
12596,18118,0
12660,17513,0
3748,21005,0
13117,464,0
15738,2763,0
15633,5427,0
7733,13421,0
9278,7571,0
23947,7342,0
13974,5290,0
4234,5780,0
19819,15069,0
12160,21525,0
3855,22774,0
14252,14397,0
20315,15248,0
3725,10321,0
22730,3281,0
10701,6154,0
5599,11525,0
17552,12384,0
16341,19277,0
16874,2861,0
2718,22999,0
1188,3737,0
8629,7659,0
5426,22297,0
12560,15083,0
2380,13006,0
14321,24893,0
5005,10584,0
19839,24550,0
7467,13315,0
1279,739,0
16296,5879,0
19713,2829,0
8806,22519,0
18574,19672,0
684,13204,0
11607,17590,0
8185,22138,0
6423,4743,0
19777,56,0
13845,12791,0
4742,10648,0
18547,5396,0
22407,13376,0
3556,980,0
9227,16306,0
14533,595,0
11779,3807,0
11390,24922,0
5074,16547,0
17322,13600,0
2954,5095,0
452,8926,0
152,16119,0
3042,18760,0
17786,14801,0
3646,23799,0
17461,8294,0
9199,20972,0
21963,16211,0
2943,23403,0
8570,8355,0
7728,6578,0
7111,15733,0
1683,22804,0
2918,15341,0
19272,925,0
2446,20044,0
14913,11381,0
8984,2021,0
22873,4152,0
21242,22862,0
11134,22795,0
7212,8797,0
21615,7597,0
20691,6349,0
18797,12427,0
22315,13243,0
16198,17630,0
22221,3762,0
20502,9231,0
21060,1602,0
19612,6370,0
2770,25190,0
2457,14421,0
14900,3094,0
16805,12839,0
4390,105,0
16281,9062,0
21793,18331,0
9884,12864,0
5969,24167,0
12977,21791,0
21513,18369,0
1234,19912,0
75,10450,0
4723,20069,0
415,9657,0
9986,12282,0
3592,18358,0
8313,4880,0
16086,22013,0
17026,24982,0
18018,15332,0
16640,12727,0
19141,2094,0
19593,15037,0
17955,984,0
7689,4220,0
5390,12899,0
23755,2608,0
11759,12309,0
1996,23366,0
15655,1676,0
18395,1626,0
10746,7790,0
7969,6864,0
23137,852,0
10728,14581,0
13643,12723,0
14082,16802,0
12532,14384,0
16798,1638,0
2028,24859,0
6818,21438,0
18228,6324,0
