x,y,z
1099,12048,0
3053,10065,0
29410,8605,0
3526,2480,0
38801,9509,0
16270,7558,0
26925,3657,0
41770,5951,0
5961,617,0
42991,6333,0
48391,11764,0
37096,2137,0
27732,2322,0
40160,1438,0
21698,5880,0
23043,11710,0
4785,7733,0
13256,202,0
48539,3432,0
6133,2027,0
31026,12065,0
25766,6308,0
20081,973,0
13696,8396,0
49612,5319,0
18187,11355,0
10040,1882,0
28827,9790,0
20351,2949,0
27262,3121,0
46472,5515,0
45626,2812,0
35754,10332,0
17873,10272,0
27903,3675,0
16642,2801,0
49327,2814,0
27872,12202,0
36937,2338,0
20611,6128,0
39803,3548,0
7530,1600,0
18764,1767,0
26679,877,0
31060,8596,0
35050,9253,0
23826,10560,0
27728,6135,0
11376,511,0
28866,12448,0
35800,7122,0
2152,62,0
11914,4342,0
5478,7759,0
47423,1332,0
36129,2510,0
44639,6781,0
8072,7037,0
17027,12568,0
20513,5790,0
30968,10529,0
33938,2688,0
35152,5023,0
50452,5877,0
14193,1983,0
23225,1713,0
22357,9925,0
40843,7534,0
38097,3253,0
15200,2405,0
11760,7574,0
33629,9426,0
30328,10165,0
42910,6742,0
31487,11454,0
39530,7955,0
8532,5034,0
16199,8783,0
11529,7635,0
43807,12371,0
18096,4829,0
13033,11501,0
19894,7957,0
47062,5005,0
35800,8273,0
31548,9457,0
8646,10888,0
31953,4916,0
21345,6122,0
31222,9715,0
50458,8704,0
1474,11133,0
18958,11903,0
42561,986,0
17738,2054,0
37242,4669,0
30033,5265,0
42990,6103,0
497,10329,0
16534,12534,0
8723,7254,0
2751,6148,0
2169,443,0
6985,5233,0
11304,5632,0
48569,5638,0
34085,7277,0
31768,20,0
23983,2931,0
17129,5410,0
15130,8272,0
6867,45,0
21765,10328,0
16343,9899,0
4973,3441,0
23236,10976,0
20224,10138,0
20629,1335,0
21587,7425,0
37296,12372,0
39169,4207,0
10516,10688,0
47594,5798,0
44498,1515,0
35109,12059,0
48192,7575,0
39299,11197,0
18872,8917,0
570,11257,0
3468,12237,0
36807,5132,0
16485,8022,0
40730,10690,0
16710,12390,0
25923,4945,0
41983,2339,0
48862,12644,0
34028,1985,0
44349,6226,0
37533,3532,0
15196,9816,0
29306,12000,0
43673,2804,0
3324,9154,0
4938,11588,0
26863,9779,0
37725,11760,0
16107,2808,0
32258,5570,0
27336,4444,0
21199,11618,0
22758,6879,0
27750,4863,0
33129,3022,0
11298,2956,0
12407,8670,0
47965,5052,0
24301,6900,0
45348,12604,0
17816,6257,0
25086,2043,0
18617,2457,0
23060,3803,0
2642,3625,0
19922,8772,0
24044,8340,0
34046,7223,0
35708,158,0
32346,8655,0
40621,10516,0
38090,727,0
28449,7386,0
39727,1458,0
33703,6491,0
47677,11818,0
48144,11720,0
46355,6237,0
24327,9295,0
8267,6027,0
20683,5347,0
32310,493,0
4093,3748,0
13958,11229,0
34937,3727,0
24533,8453,0
11562,9319,0
49600,12275,0
25780,8196,0
19472,12054,0
