x,y,z
30609,9275,0
136,2703,0
45249,2712,0
39288,3922,0
32090,6966,0
32873,11072,0
33134,1690,0
50819,9998,0
41003,8446,0
18454,9251,0
31934,9931,0
13988,7500,0
17454,3614,0
4354,5944,0
22685,5688,0
31383,2934,0
48435,9525,0
5210,10599,0
32053,5840,0
35857,9045,0
23447,9265,0
37529,576,0
11394,2968,0
46322,8969,0
19919,5315,0
40563,3526,0
30488,1506,0
3571,7630,0
4807,2655,0
42742,11071,0
5718,8171,0
18470,11275,0
11758,1072,0
7718,5707,0
8112,7531,0
11196,11682,0
43134,6852,0
25937,10489,0
6157,7098,0
3404,7739,0
48030,2564,0
15115,12322,0
36765,3469,0
11991,12285,0
47684,5670,0
39831,2505,0
36144,11636,0
48941,6563,0
7596,9070,0
44585,3513,0
24337,8357,0
30691,673,0
23968,10449,0
23268,10833,0
4130,7791,0
15925,5857,0
12770,3896,0
36464,12582,0
18541,1860,0
8466,6041,0
41040,3440,0
38289,9375,0
39125,6611,0
49337,3956,0
6818,7373,0
22779,10707,0
44930,11765,0
8255,4356,0
39013,5949,0
13468,2497,0
28575,12300,0
8797,6404,0
17009,8774,0
2344,12664,0
45887,10954,0
6596,2321,0
48062,5755,0
39942,10701,0
7271,5349,0
39163,6117,0
27180,10065,0
22983,11197,0
21620,11471,0
49007,8991,0
38778,9491,0
766,6540,0
3531,6008,0
40880,3417,0
19336,1971,0
23393,2664,0
46122,12628,0
13745,5481,0
6654,211,0
45811,4754,0
9266,5906,0
39070,6752,0
9390,9373,0
11495,1013,0
29225,1516,0
15056,7889,0
4469,106,0
45578,6548,0
23059,190,0
36783,4095,0
19943,2386,0
3119,449,0
1887,12190,0
37337,6890,0
19485,6268,0
42372,3536,0
14031,5013,0
44395,3072,0
21574,10126,0
47544,8872,0
44451,3802,0
44394,5199,0
26868,11883,0
48740,8230,0
42132,3017,0
44943,5264,0
32998,9567,0
16024,118,0
1164,6630,0
43904,6234,0
33105,10657,0
45093,7282,0
20207,4386,0
44844,6660,0
40732,10164,0
31986,9563,0
49578,11688,0
2777,8208,0
2054,3250,0
33929,4010,0
47204,11072,0
40569,11146,0
18692,7714,0
12876,2525,0
21620,11407,0
49500,6222,0
23932,5631,0
10811,9174,0
17881,3876,0
7404,288,0
47961,1348,0
26762,9361,0
14136,1760,0
30774,2328,0
44694,10441,0
36783,6808,0
974,11745,0
48980,194,0
7490,9382,0
31208,4183,0
29886,1938,0
34582,6784,0
49389,6104,0
12338,7931,0
47698,10382,0
111,498,0
3451,901,0
31689,6923,0
24309,10688,0
27514,960,0
28200,6122,0
41631,8797,0
9566,11922,0
8293,3827,0
37112,11703,0
3276,11970,0
20091,9186,0
19643,9771,0
1360,11627,0
37442,4521,0
43345,155,0
30710,7015,0
28144,8301,0
36919,7269,0
43393,7606,0
23324,7369,0
3741,10324,0
21688,10053,0
47973,3489,0
45602,3025,0
46210,11549,0
37782,4888,0
11606,376,0
29167,6123,0
40790,5485,0
28334,2684,0
48842,1925,0
18426,11167,0
49555,737,0
1090,2061,0
30597,4673,0
14501,8375,0
47883,8397,0
33025,5999,0
30986,138,0
39883,12396,0
14800,7327,0
48234,6426,0
36919,7859,0
684,11838,0
49971,6164,0
31479,5736,0
40914,3700,0
