x,y,z
26386,3497,0
25351,3616,0
26562,11660,0
9464,9076,0
45653,2360,0
25693,4319,0
32976,10482,0
50598,2923,0
37614,1237,0
4426,7539,0
50141,12710,0
5955,9756,0
19404,2069,0
37382,10112,0
13812,7061,0
32702,8293,0
29361,5118,0
37095,5665,0
5261,1422,0
40873,7970,0
35582,5716,0
19158,3591,0
35462,12160,0
581,5174,0
34357,1877,0
30392,10863,0
42396,9346,0
21607,6158,0
16223,662,0
45740,10453,0
12781,5324,0
7554,7691,0
26348,3843,0
22239,12627,0
23543,3255,0
45251,6115,0
36178,6326,0
36421,2597,0
37047,1707,0
38962,11306,0
11018,11814,0
8221,8096,0
31898,3007,0
13269,8333,0
50074,4306,0
22798,3496,0
13305,3921,0
12410,4980,0
20208,7789,0
8917,3948,0
27779,1772,0
12057,1102,0
48073,5391,0
13699,890,0
34544,3063,0
34653,2097,0
6108,11599,0
37352,3660,0
879,11763,0
24245,11661,0
8049,2206,0
5954,7298,0
23591,3539,0
38201,7362,0
17881,12164,0
10353,2503,0
45810,3790,0
50165,1327,0
5386,12463,0
40307,1658,0
6415,12399,0
23879,8077,0
9463,7976,0
49708,12493,0
11213,11359,0
12146,7015,0
18452,2073,0
4391,9942,0
37559,976,0
24315,2023,0
20741,9885,0
36957,1956,0
46698,10027,0
44377,3585,0
34066,9379,0
5193,4834,0
24834,3460,0
11737,5750,0
38542,9758,0
37815,5549,0
10401,10876,0
37968,5141,0
49091,11707,0
42965,4681,0
30326,9038,0
28856,288,0
6637,12187,0
49205,6498,0
8276,4809,0
48218,3529,0
4952,12346,0
40252,4800,0
1986,3018,0
28199,3473,0
40608,10273,0
28732,75,0
4532,1501,0
26941,6980,0
25946,6314,0
2902,8793,0
8658,772,0
19650,2735,0
37406,11088,0
30614,8448,0
16978,3519,0
8059,12178,0
4661,11188,0
26856,5460,0
7622,1338,0
44096,666,0
48033,2387,0
34905,12406,0
32102,7676,0
42890,2811,0
23499,412,0
38091,3091,0
1474,5195,0
9487,3358,0
12026,7737,0
6549,5316,0
7447,743,0
9359,9418,0
44378,10702,0
32377,4413,0
17282,5372,0
43315,9974,0
42226,9171,0
18359,7102,0
30597,1606,0
16100,3175,0
44377,8641,0
38587,11731,0
9618,11937,0
44607,11753,0
45539,2280,0
14158,2740,0
25056,3141,0
39241,7481,0
30052,41,0
46558,3748,0
19153,8961,0
37866,12346,0
1882,1586,0
9170,758,0
6280,4537,0
22484,5353,0
20530,9638,0
456,6000,0
13364,11669,0
5660,770,0
21853,97,0
43434,8683,0
1013,5487,0
38758,1027,0
11363,9735,0
12351,9333,0
488,992,0
27980,12505,0
13249,3762,0
6537,2123,0
22415,10994,0
613,7661,0
49226,10007,0
20707,7591,0
5799,2273,0
40746,9073,0
47614,6244,0
33560,1574,0
8826,10413,0
10209,8239,0
29800,6969,0
37957,5784,0
32209,9307,0
43497,5374,0
10854,8882,0
50463,11515,0
41989,1823,0
44898,4447,0
24963,12567,0
43682,11549,0
11700,5572,0
14289,8393,0
20801,516,0
39416,3020,0
46037,7820,0
32178,1008,0
29246,2145,0
1487,12179,0
34566,9525,0
17344,4428,0
47293,11352,0
15118,9582,0
31180,8949,0
21803,5305,0
33251,3195,0
48250,3427,0
21586,5656,0
41972,11065,0
38541,12272,0
16833,10220,0
5950,6827,0
6477,3032,0
40514,1733,0
15228,9275,0
12769,3542,0
44550,6178,0
33553,1501,0
25564,875,0
27523,5838,0
8048,12555,0
38448,5191,0
3193,8840,0
32215,3759,0
11140,2914,0
32558,6587,0
7988,1599,0
28280,11772,0
38484,12218,0
12048,5954,0
21330,7486,0
12601,9741,0
9914,7979,0
26531,2720,0
8692,1371,0
38762,2400,0
47877,4868,0
48895,1724,0
902,11925,0
5103,1876,0
1037,12188,0
18423,3289,0
37648,7593,0
48905,6896,0
2208,6805,0
45608,9986,0
19922,9779,0
26316,5272,0
24647,12121,0
38048,206,0
10474,2159,0
12079,7674,0
15854,6087,0
50509,11386,0
43378,12205,0
41655,12151,0
19552,3545,0
24175,2619,0
17004,12011,0
7094,335,0
43179,3824,0
25689,4618,0
34148,4141,0
49023,5195,0
34656,2789,0
32185,11648,0
1137,4031,0
40475,5165,0
14174,1405,0
5987,8677,0
6307,7746,0
29186,9985,0
12977,4429,0
24039,3075,0
50878,4821,0
2897,9599,0
20887,11496,0
46348,8278,0
49884,10729,0
34112,9539,0
5895,4861,0
46479,9145,0
42592,7925,0
30774,3787,0
9164,12024,0
6530,10620,0
41280,2099,0
14559,9391,0
12652,9171,0
48037,4459,0
50120,4695,0
9707,10345,0
20768,12121,0
13720,4375,0
49959,11957,0
46540,6058,0
17581,4583,0
16545,3511,0
31620,4220,0
42561,11549,0
5520,4044,0
40438,12459,0
13141,4554,0
32848,11008,0
44650,1012,0
37898,6204,0
44145,6218,0
4349,10594,0
40517,3004,0
39905,11920,0
46935,10020,0
36325,10750,0
8606,12150,0
46253,6315,0
3483,11039,0
13010,3621,0
9156,7678,0
5654,5916,0
27168,3935,0
12352,3365,0
14458,6175,0
26857,1429,0
13519,12540,0
32716,6105,0
19907,663,0
37312,10966,0
5596,8421,0
15435,7655,0
10056,351,0
46102,3617,0
47062,5611,0
18928,3865,0
42094,4612,0
23188,11518,0
11896,4227,0
46810,10248,0
41870,2111,0
220,1222,0
25058,1162,0
8708,12189,0
14328,435,0
45800,12653,0
23386,4512,0
23948,9809,0
32989,5972,0
8023,4979,0
35905,1287,0
27151,4748,0
14777,2782,0
6788,7723,0
9453,6251,0
