x,y,z
27004,10422,0
39229,10929,0
41748,11327,0
10713,9300,0
29863,2319,0
25915,3219,0
19049,10690,0
12216,8154,0
19338,10737,0
37417,3825,0
14834,2104,0
32615,12541,0
48975,3817,0
32696,4197,0
16987,12382,0
44393,4274,0
47519,4476,0
11545,2590,0
29958,11181,0
20517,2783,0
40153,8907,0
37748,8457,0
44362,7016,0
40141,2004,0
50179,7855,0
49987,6093,0
42815,10966,0
17027,7419,0
38657,1341,0
48451,7237,0
30665,8355,0
772,5960,0
13947,4431,0
35701,9591,0
12802,5982,0
15075,9339,0
40037,4646,0
20982,367,0
23140,12396,0
38935,12647,0
5674,4586,0
14801,6903,0
50842,2932,0
22618,951,0
45998,11178,0
20374,2127,0
27633,2457,0
16757,300,0
38079,7825,0
23400,10129,0
39204,225,0
31843,1055,0
8020,11845,0
4835,7133,0
39526,6512,0
13872,50,0
10547,1235,0
37946,10771,0
33843,2021,0
8370,7629,0
13972,8929,0
12978,5224,0
31683,2302,0
21233,7801,0
14816,6613,0
3303,7260,0
11634,11949,0
49976,8506,0
47484,1504,0
983,7552,0
19853,3129,0
7545,2000,0
49255,2431,0
26244,8263,0
47166,6038,0
25287,10113,0
42534,7394,0
44954,11156,0
34750,6008,0
56,3584,0
23696,10581,0
10318,2307,0
15276,11281,0
7338,6263,0
24139,9154,0
36038,3187,0
19396,10280,0
35351,4591,0
2776,174,0
35048,6039,0
19389,1459,0
8849,8167,0
11853,11477,0
11406,3245,0
29977,11412,0
2921,5425,0
44906,9501,0
31899,10538,0
291,4740,0
3776,9138,0
48699,8538,0
21930,10006,0
2323,840,0
42928,9145,0
37365,6803,0
7504,7391,0
46476,7191,0
12265,7114,0
48041,11408,0
44036,3500,0
36060,2057,0
43853,100,0
29479,4775,0
5964,9686,0
45150,11604,0
29635,9399,0
9464,4356,0
9101,10608,0
47153,2652,0
4259,5975,0
47384,4282,0
4002,9572,0
22512,4861,0
31866,8143,0
2217,4723,0
19754,3553,0
49609,12678,0
17773,1176,0
22932,7715,0
42351,3571,0
23643,3681,0
10634,392,0
100,6312,0
5610,3134,0
322,10391,0
34866,9504,0
32273,4144,0
28420,4321,0
10069,10233,0
10618,480,0
19250,11127,0
37911,12585,0
23955,4515,0
47219,7664,0
6437,12261,0
9240,2898,0
9738,6293,0
28226,130,0
23672,2223,0
12128,10144,0
35399,9091,0
17422,11036,0
15852,9325,0
39255,11134,0
17317,2941,0
29399,10355,0
40124,11524,0
531,5194,0
50909,3216,0
25082,7342,0
48348,11274,0
18476,2629,0
49142,1820,0
44741,12456,0
23790,3229,0
29928,9576,0
35300,8410,0
28878,98,0
37449,9357,0
245,11834,0
7880,2779,0
10067,1615,0
22230,8668,0
50825,10048,0
36808,11241,0
4971,4164,0
20267,8175,0
46892,1313,0
48829,9717,0
9817,11005,0
21945,10023,0
45947,2963,0
25673,9940,0
34284,2791,0
23982,12141,0
50499,10559,0
2913,9290,0
29883,7558,0
24308,10711,0
13794,4700,0
22463,2927,0
36813,1684,0
26528,8677,0
41462,6439,0
8816,1660,0
44968,10383,0
33041,4411,0
38259,8117,0
22712,2291,0
3826,5432,0
46696,6040,0
36160,6925,0
45528,130,0
44898,5524,0
32282,5024,0
36215,6427,0
36721,5839,0
11974,7103,0
25191,8289,0
4977,9118,0
17211,8826,0
8262,3970,0
13592,7046,0
15214,11846,0
48453,5455,0
10066,3735,0
38916,12666,0
33237,1340,0
12704,10393,0
36743,2056,0
6160,12056,0
40118,11374,0
25836,4752,0
29764,10983,0
30576,3115,0
42435,4735,0
23603,10720,0
6456,7061,0
10031,2712,0
37755,4658,0
39344,1878,0
41097,8831,0
29742,11707,0
27872,10851,0
9793,583,0
9420,2590,0
3993,2770,0
12350,5703,0
11560,5455,0
24034,1591,0
45988,644,0
32612,9564,0
27990,8282,0
30174,3703,0
41282,5594,0
44721,5454,0
38416,2512,0
9997,11372,0
17035,7042,0
18999,9581,0
21341,9351,0
2432,11724,0
3057,7802,0
28836,7068,0
15668,6178,0
38561,8418,0
39607,3635,0
34648,12496,0
39602,4294,0
11297,3100,0
32384,12708,0
7626,3622,0
48301,10954,0
40013,4562,0
34960,3112,0
29178,425,0
2668,6309,0
23789,5185,0
4539,12721,0
10296,6482,0
3109,8113,0
2363,4826,0
38759,3287,0
30951,4347,0
1771,9738,0
4435,4105,0
1509,8399,0
41466,6395,0
7607,12371,0
44084,7327,0
42393,20,0
1715,6091,0
12607,5215,0
28107,11401,0
24564,2939,0
49751,11951,0
33228,5773,0
13301,3173,0
25787,2906,0
23277,8418,0
25622,5246,0
48167,11536,0
49698,12299,0
29276,9780,0
49417,5791,0
11609,2283,0
12628,4747,0
41171,3100,0
10933,6697,0
164,3296,0
34216,2782,0
35882,5865,0
12711,5705,0
33133,11432,0
45409,11573,0
49860,11819,0
33217,1272,0
19417,11991,0
40310,2779,0
16486,9063,0
6872,1413,0
48101,12248,0
46524,5943,0
37549,9617,0
41058,1206,0
10020,11281,0
24025,8456,0
38793,10173,0
39867,4534,0
10852,6541,0
38354,5462,0
19363,1000,0
17145,6216,0
15046,9590,0
21681,4865,0
31861,2375,0
3503,2578,0
49759,11057,0
38276,5136,0
19457,3150,0
22615,1740,0
27688,1682,0
49072,4738,0
13133,1965,0
46437,659,0
22775,9493,0
14332,1453,0
26110,12226,0
40864,8898,0
27899,5971,0
2092,6673,0
9535,2665,0
5854,6366,0
20818,5243,0
46657,10695,0
28983,11133,0
49761,1116,0
2081,110,0
48404,5308,0
48436,12157,0
3262,3601,0
18241,853,0
969,1524,0
18492,1884,0
50708,5923,0
9717,5289,0
43998,9658,0
37948,4707,0
18128,4787,0
41019,5112,0
34029,3766,0
22734,4588,0
37668,9794,0
15209,8273,0
4390,12585,0
43001,11778,0
48959,443,0
28759,8406,0
35913,1491,0
36530,11786,0
24615,9991,0
32091,9847,0
50656,3927,0
9616,12284,0
5582,3546,0
298,5826,0
44483,3371,0
33293,2641,0
44682,11118,0
932,80,0
239,8081,0
25887,10455,0
48241,4358,0
27420,10945,0
3493,12605,0
8447,2329,0
9139,3690,0
29802,8961,0
8599,7687,0
27328,5785,0
49167,1710,0
12786,3173,0
2238,3120,0
32719,11178,0
29093,1082,0
36534,9028,0
49306,1599,0
10063,11389,0
12170,968,0
7510,4639,0
21503,3759,0
20449,12553,0
22513,8474,0
29565,2013,0
14343,71,0
25898,11089,0
21526,2854,0
36103,9616,0
24510,6355,0
50685,11844,0
26414,6360,0
28175,121,0
46175,7464,0
26072,1865,0
11070,9521,0
13918,3560,0
38318,4496,0
49399,1106,0
21682,4552,0
7200,9497,0
1531,2746,0
30219,7069,0
20674,12159,0
37471,8685,0
45706,7304,0
34358,1540,0
17021,5856,0
13262,10955,0
33243,10939,0
18057,9884,0
11407,12099,0
10973,10,0
7870,11138,0
43544,2008,0
25454,4922,0
8160,7927,0
11250,65,0
40878,3168,0
39992,178,0
1800,2287,0
15516,7584,0
40024,2711,0
1033,3513,0
46415,7655,0
9339,5189,0
50845,11025,0
43268,11555,0
39786,11348,0
10692,12671,0
50064,1426,0
44665,1158,0
37953,8655,0
14247,6403,0
3681,12184,0
18564,124,0
11204,2725,0
29229,3370,0
17502,5291,0
10075,4565,0
48026,1808,0
8430,7724,0
50182,3993,0
20521,11063,0
45580,1574,0
11179,7387,0
27469,2629,0
6966,907,0
2650,4379,0
13859,2506,0
21827,471,0
37639,3447,0
437,11161,0
41145,5254,0
5535,2596,0
