x,y,z
20046,17861,0
21819,3109,0
12993,3006,0
15118,10199,0
21266,16568,0
14244,21677,0
13135,23621,0
24320,18300,0
12427,2194,0
18003,13802,0
23739,5966,0
13048,8591,0
21475,11612,0
23058,8816,0
18283,7383,0
7764,5214,0
9853,23899,0
16789,12281,0
23923,15557,0
866,2083,0
4405,17133,0
1994,1554,0
24732,9388,0
17882,2163,0
6797,6751,0
23448,11658,0
14390,24208,0
14865,3572,0
20972,1412,0
23803,19490,0
9367,17350,0
15746,4888,0
9918,24490,0
18727,14372,0
2212,6215,0
20207,18935,0
4290,12655,0
24999,10212,0
21031,4664,0
17596,17249,0
20683,13742,0
15745,23805,0
13827,5726,0
16904,9833,0
11663,23048,0
21546,1943,0
5550,3817,0
7816,17235,0
22663,24133,0
16826,22570,0
8780,25454,0
21255,10704,0
23146,17266,0
23350,17597,0
22520,18483,0
23120,17831,0
24208,15661,0
10612,4397,0
3483,18314,0
14629,21547,0
3964,4833,0
14127,12398,0
2416,22876,0
16230,16086,0
17738,7283,0
8324,21601,0
4670,14269,0
8564,24831,0
23461,23776,0
9407,17191,0
7816,19639,0
11180,4468,0
17157,8316,0
23650,22409,0
24289,18612,0
2254,3951,0
2803,22246,0
17209,2790,0
16892,600,0
23518,17128,0
14019,13354,0
18117,9304,0
5495,3323,0
16576,19519,0
7524,11167,0
11959,16252,0
22151,24317,0
22554,13297,0
4926,6762,0
24329,12693,0
22188,2395,0
15357,24623,0
22119,20642,0
9379,19059,0
2765,24470,0
4904,14058,0
13928,25401,0
11865,13608,0
14028,9565,0
5640,14576,0
25130,1301,0
13634,17790,0
20087,6506,0
5311,9902,0
16170,16645,0
14025,21354,0
15910,21484,0
12223,6225,0
26,6809,0
1033,13787,0
14664,6386,0
3754,6981,0
12711,9045,0
17336,3552,0
3131,23115,0
11100,23531,0
20285,19141,0
25181,6307,0
12936,1465,0
11965,20506,0
2812,7697,0
8583,5042,0
1402,5382,0
514,13209,0
6807,614,0
19986,19672,0
15871,23267,0
16967,10955,0
17107,7668,0
90,9370,0
3625,5555,0
8687,2932,0
12083,6102,0
19874,6462,0
25082,12330,0
21803,3118,0
4213,8767,0
1081,11747,0
92,2214,0
11336,24694,0
15314,1831,0
4860,7941,0
17391,17819,0
10901,19069,0
7142,1201,0
5554,11816,0
25054,9994,0
19453,21316,0
20245,19410,0
55,18826,0
1347,12575,0
8340,4794,0
22142,10567,0
24171,1590,0
9296,13930,0
5115,13157,0
18658,23398,0
22743,13450,0
1817,11804,0
10894,12232,0
16684,23963,0
13522,22389,0
20829,13238,0
12426,19192,0
9120,14191,0
8980,5004,0
18523,12145,0
25089,12574,0
20154,448,0
10304,17419,0
570,15867,0
6976,8894,0
6439,8798,0
15371,16664,0
14337,5327,0
988,8428,0
2792,21668,0
13049,20153,0
22600,2206,0
1486,10475,0
14359,21501,0
24811,15651,0
20802,15099,0
18233,15211,0
3937,10728,0
25443,13251,0
9735,10472,0
9156,14745,0
18720,22906,0
21021,2684,0
5808,18182,0
22356,7983,0
993,6701,0
148,5335,0
12866,9820,0
23755,19443,0
3701,16144,0
24076,5741,0
13355,12683,0
2398,4263,0
14105,23697,0
13286,11226,0
7361,8282,0
11508,18897,0
451,4149,0
7928,5841,0
22720,1367,0
13336,12171,0
12624,7572,0
20351,3300,0
19319,18210,0
3631,19071,0
18186,18522,0
24274,8666,0
17643,4538,0
17653,705,0
4067,17850,0
21195,17638,0
4893,16542,0
16135,17190,0
12635,9117,0
20584,19480,0
4518,2252,0
3499,3600,0
2925,15328,0
22760,3221,0
13583,4590,0
20538,6756,0
23500,2369,0
20739,5913,0
23173,6008,0
19210,5757,0
21993,19982,0
13667,13503,0
21511,14567,0
1246,12925,0
1380,15777,0
7319,9178,0
24511,6704,0
4274,5941,0
11527,8198,0
18350,11186,0
7160,21696,0
270,22826,0
3282,3928,0
8224,22338,0
1299,8668,0
22122,16550,0
15395,16096,0
23986,12228,0
13425,20067,0
2695,10832,0
15669,21325,0
1202,4093,0
6425,4654,0
5558,9568,0
11758,21345,0
