x,y,z
19325,10472,0
17639,9342,0
17220,4150,0
45662,9957,0
42492,3585,0
47951,6438,0
30207,11254,0
42700,7984,0
30989,6284,0
11507,11189,0
43925,3437,0
39825,4291,0
46761,1271,0
40358,6365,0
32623,12686,0
47006,12161,0
9510,10568,0
16877,10539,0
41308,4007,0
10224,11457,0
16927,9811,0
7444,1764,0
10668,10107,0
49827,2208,0
26706,1200,0
48351,8493,0
49025,7012,0
49523,7650,0
32090,6763,0
846,12362,0
524,8346,0
4515,8445,0
41010,8186,0
21769,5381,0
47435,2255,0
21612,5045,0
20867,3602,0
42253,11902,0
4988,8779,0
42616,5681,0
5506,8650,0
14954,10198,0
9376,4138,0
5365,5903,0
12590,8221,0
35671,6977,0
47066,9050,0
14644,592,0
14887,11242,0
7182,4883,0
5528,10676,0
2094,1839,0
25138,9459,0
37288,1474,0
43451,2928,0
47016,10232,0
17661,5244,0
16113,9938,0
36771,1670,0
13617,4573,0
34782,7367,0
25420,12392,0
16033,12598,0
41171,4774,0
23036,4955,0
29022,6909,0
16039,10397,0
3847,6708,0
12996,9328,0
10843,3635,0
42237,11896,0
10177,2534,0
626,5298,0
18605,5908,0
25431,5392,0
3979,4358,0
15249,7940,0
18228,2014,0
5983,3333,0
22025,6428,0
37475,2942,0
20660,9316,0
24687,7111,0
35981,6149,0
10911,8821,0
1271,7525,0
9250,10615,0
24400,6724,0
41727,6130,0
16275,6563,0
1329,7935,0
41717,2921,0
34302,11729,0
7504,2625,0
1588,11192,0
46471,9726,0
16657,1002,0
48277,6095,0
31442,10447,0
18568,7417,0
31800,6535,0
41557,4374,0
35332,11239,0
36352,9515,0
8699,5045,0
5039,8168,0
33429,10498,0
12961,12685,0
38754,7171,0
42272,1754,0
4106,8257,0
48277,5389,0
19404,6525,0
17857,5700,0
22337,5907,0
21729,3911,0
2223,12064,0
44106,11262,0
11611,1284,0
37099,5975,0
35677,744,0
343,3263,0
41423,5161,0
10443,8249,0
44500,6467,0
17922,3063,0
27841,10540,0
44416,11511,0
50526,10449,0
30256,7492,0
5492,793,0
8659,396,0
11914,11654,0
44518,10526,0
19400,8165,0
33829,4333,0
30988,7389,0
27058,11987,0
20874,1830,0
6842,12472,0
37117,12102,0
12781,6242,0
36442,12327,0
30187,1701,0
20957,4254,0
17913,10161,0
20037,4614,0
1377,4593,0
36335,9213,0
31852,8090,0
37974,2441,0
30689,1662,0
39022,7109,0
12425,2604,0
15796,7211,0
588,8680,0
32177,8772,0
5371,3007,0
31017,2800,0
7775,1022,0
47051,2037,0
23618,3205,0
49625,5245,0
9908,7232,0
40018,2884,0
45783,8954,0
26243,8457,0
12724,524,0
31338,10127,0
40758,6247,0
29294,6296,0
2084,10380,0
7100,11100,0
48070,6196,0
21641,7812,0
41640,1098,0
893,6394,0
27858,7408,0
30680,1346,0
26511,9835,0
41309,7976,0
27222,12587,0
29673,4858,0
5426,3604,0
20552,10372,0
15768,4639,0
19844,169,0
7931,659,0
15770,5314,0
32375,3982,0
33018,1579,0
15877,10068,0
39373,9449,0
43563,1524,0
18659,4939,0
25222,1130,0
8142,7652,0
18233,6345,0
34129,3151,0
22781,2318,0
20004,8504,0
284,10740,0
19100,12180,0
28404,12402,0
42766,6783,0
34248,11873,0
39294,1430,0
17577,10508,0
27868,5383,0
48938,3030,0
24405,5453,0
44871,3103,0
43246,2853,0
36867,5392,0
9153,5994,0
13472,376,0
22579,3856,0
50116,10061,0
34974,5409,0
41755,444,0
14554,6805,0
45099,6537,0
15286,736,0
28315,2139,0
42576,6335,0
3650,8205,0
49607,5662,0
47862,2128,0
44519,10606,0
36051,6393,0
49336,7733,0
12353,6427,0
27117,5684,0
48309,2427,0
33539,9718,0
22575,7274,0
13917,1791,0
28220,1448,0
36312,11884,0
29338,7153,0
43221,4909,0
4383,2168,0
41788,2927,0
21266,5136,0
36381,8687,0
16049,7520,0
20070,8657,0
25326,4311,0
31852,1492,0
47296,616,0
3618,7969,0
38777,7774,0
40472,2230,0
34,6087,0
896,11149,0
25325,299,0
47315,1573,0
30957,5995,0
41912,2292,0
11465,12266,0
39353,628,0
50156,10728,0
30941,9604,0
26145,4679,0
12173,11989,0
24578,1232,0
4418,3845,0
27472,9511,0
36967,7390,0
36465,5464,0
46045,8613,0
36042,7752,0
14684,2148,0
30919,2235,0
47242,9287,0
40482,8348,0
43066,6366,0
2912,7835,0
33144,1091,0
16644,8201,0
5984,4993,0
23270,1550,0
7540,10603,0
49959,11364,0
46512,11740,0
14567,2074,0
41125,3551,0
3682,10611,0
35048,12532,0
12945,2128,0
16451,5945,0
9682,8614,0
36426,2396,0
24772,6535,0
4235,6987,0
43693,2223,0
37883,6387,0
8101,11443,0
20668,11593,0
231,5653,0
15716,588,0
32087,11,0
12830,8242,0
45759,6038,0
39470,5630,0
30850,1379,0
49904,3316,0
10957,6555,0
34527,8021,0
43205,8113,0
36392,1304,0
2459,963,0
48670,292,0
26174,376,0
3512,5310,0
35501,2133,0
6740,12307,0
20085,9542,0
33688,10012,0
4685,11347,0
41524,5520,0
37516,4204,0
21734,10396,0
50718,8954,0
9676,11233,0
28390,93,0
8201,10146,0
32464,1225,0
38685,6643,0
46035,547,0
19589,2150,0
33730,97,0
32787,6999,0
23594,2863,0
14557,9605,0
26947,6668,0
33417,2113,0
37893,6818,0
36657,5604,0
33043,5264,0
28865,241,0
7385,5986,0
6465,5094,0
16402,11096,0
17728,8107,0
12003,1147,0
44390,235,0
24110,2234,0
49668,10414,0
5454,335,0
28421,8611,0
39351,1605,0
28154,4911,0
28512,10058,0
2584,10045,0
28029,5894,0
36143,5624,0
26943,9401,0
40549,10230,0
41495,383,0
25885,1674,0
43788,12529,0
43977,5589,0
24378,888,0
18571,12601,0
31139,745,0
22836,6538,0
37001,9020,0
14885,11990,0
46658,5867,0
11603,9879,0
34228,2645,0
35187,5817,0
34942,12340,0
12025,6600,0
6626,4160,0
19743,215,0
21296,5126,0
3831,11356,0
1873,3888,0
25493,721,0
29237,3507,0
49873,11739,0
1563,9945,0
16620,5029,0
29870,2727,0
47045,5539,0
33053,12187,0
30806,2234,0
35734,4309,0
48632,1047,0
33321,11840,0
48987,6361,0
36118,8888,0
31390,747,0
26135,6182,0
33937,11891,0
48261,2763,0
1629,2338,0
47007,11955,0
19479,11992,0
42506,2657,0
48574,9547,0
15334,12138,0
32847,11361,0
21943,1543,0
20503,4493,0
38295,8901,0
26777,8906,0
46254,4584,0
4230,597,0
39698,3245,0
37290,5152,0
5430,2771,0
15916,5660,0
41827,5739,0
12507,9902,0
22286,1818,0
32929,6905,0
33243,6750,0
36087,1454,0
4697,7051,0
50683,294,0
46705,3514,0
21988,12474,0
8406,4428,0
8112,3542,0
16290,2014,0
25096,9382,0
5209,1074,0
48006,3787,0
45709,3138,0
9079,904,0
41621,4565,0
9156,2712,0
11455,4340,0
48414,4373,0
24581,9239,0
351,2479,0
44507,7309,0
32718,2030,0
42247,5598,0
47394,9372,0
38342,1116,0
23759,6530,0
9097,7624,0
22928,7854,0
3450,8879,0
50342,12444,0
4071,2357,0
19287,6773,0
6712,8868,0
5754,4428,0
33902,4085,0
36662,3079,0
27901,7154,0
26936,2358,0
8754,7717,0
4913,11530,0
44982,5746,0
27124,5489,0
44496,2398,0
31677,3366,0
50153,6493,0
9093,9978,0
32056,7016,0
32164,7451,0
6042,766,0
50070,12429,0
474,5297,0
47201,10827,0
14863,5670,0
29919,11766,0
37904,10598,0
12586,8888,0
18898,6091,0
1666,3737,0
17073,3286,0
26287,9734,0
4664,5058,0
3659,4579,0
11801,10803,0
13011,476,0
49688,1637,0
8656,6840,0
728,5944,0
17541,10798,0
45480,4202,0
41429,7786,0
23022,10704,0
24916,7367,0
16645,2492,0
49205,7679,0
18395,7249,0
1044,7007,0
3350,10824,0
36012,4117,0
247,6832,0
6185,3466,0
21155,11568,0
18101,2796,0
18687,9631,0
27607,2325,0
16897,3898,0
402,5378,0
49960,2554,0
22652,521,0
18480,1113,0
979,4447,0
24523,3844,0
10043,3193,0
21622,8040,0
49966,3125,0
19540,6177,0
21502,10820,0
26115,2081,0
43317,5531,0
2993,6584,0
39508,6739,0
29136,10844,0
4602,12474,0
32864,1010,0
14454,2113,0
35689,9253,0
22461,2551,0
23712,2359,0
34149,11552,0
46588,11199,0
37292,12312,0
