x,y,z
22363,9578,0
25333,763,0
19997,10108,0
38452,11335,0
38716,741,0
13711,12345,0
1339,6622,0
3239,2591,0
32817,11454,0
28498,6370,0
38529,11114,0
14569,1826,0
50354,8605,0
30541,6993,0
42418,11405,0
41600,7388,0
22606,1735,0
22599,2305,0
1222,5983,0
20981,8831,0
1897,8596,0
23966,5206,0
47695,3798,0
1067,1670,0
1755,9823,0
41255,5485,0
35096,4204,0
126,11089,0
8528,3065,0
16332,4315,0
43162,4153,0
33193,9124,0
35549,4479,0
16711,11148,0
37120,5684,0
46114,7969,0
2650,4978,0
17296,4211,0
19774,4090,0
45522,1688,0
35039,9672,0
3322,6541,0
34709,7379,0
48768,132,0
44648,11489,0
30739,2075,0
682,5341,0
42264,6382,0
3494,1278,0
22514,9064,0
44217,10336,0
27128,12088,0
19712,1336,0
16310,6261,0
41964,3514,0
17379,1072,0
5604,447,0
39189,6067,0
42644,10578,0
20610,7546,0
34386,1264,0
33729,6965,0
1364,8135,0
47303,2750,0
32325,10981,0
4890,12244,0
9823,2361,0
50069,12637,0
40938,10867,0
25194,6784,0
47245,10859,0
12273,11821,0
24602,5842,0
33180,7087,0
49241,4588,0
10582,12704,0
44397,1864,0
45247,2727,0
15977,4816,0
38151,795,0
641,11231,0
12486,429,0
2809,12621,0
20971,4094,0
45336,1293,0
31577,2628,0
26019,10847,0
34747,227,0
29900,10736,0
43945,3662,0
45550,6923,0
7764,11477,0
2974,10228,0
4509,3391,0
24230,943,0
32234,470,0
39572,8019,0
43021,9951,0
50349,4473,0
46455,88,0
24585,5601,0
40183,8646,0
46438,6361,0
15562,7282,0
13501,10573,0
45110,2810,0
6399,2179,0
34448,5397,0
34188,5395,0
45905,92,0
34104,11370,0
8217,6741,0
29360,6218,0
15901,7122,0
49495,3986,0
34926,1805,0
9173,6245,0
18684,10599,0
27429,2369,0
3796,5553,0
44677,4192,0
9385,2023,0
24626,5941,0
19467,7326,0
28021,6528,0
13420,8541,0
13957,9773,0
42129,403,0
3783,7433,0
800,10474,0
7408,7664,0
19929,166,0
48212,9913,0
4224,11097,0
19691,12625,0
10236,12601,0
46891,3970,0
42152,5165,0
10723,4328,0
38085,2532,0
7239,11754,0
12113,7027,0
14766,1067,0
24664,7009,0
42477,225,0
17291,12254,0
11523,8675,0
19281,2653,0
47842,11601,0
4617,5887,0
10593,3437,0
10524,11731,0
31047,6227,0
31552,5042,0
15260,6824,0
9270,11934,0
34010,3839,0
18072,12371,0
24589,10210,0
17652,10720,0
9028,12389,0
9078,11667,0
19007,2758,0
8749,10223,0
22758,1364,0
48479,619,0
562,8021,0
47819,589,0
20519,933,0
21288,85,0
3579,3337,0
5627,12656,0
30333,189,0
18238,4118,0
47674,5613,0
44863,10884,0
40575,2445,0
27015,6004,0
35653,2656,0
29913,12585,0
44863,12564,0
30522,6336,0
14138,8270,0
17186,12680,0
27386,5319,0
28595,4074,0
20302,11097,0
38090,7000,0
24102,4016,0
11811,8024,0
6480,27,0
41251,6324,0
12295,3221,0
49108,11608,0
26054,2257,0
28949,4960,0
1560,6301,0
31744,10337,0
35265,4545,0
7559,1739,0
15975,8783,0
42232,2141,0
3610,5522,0
20356,7449,0
40028,5760,0
34953,4007,0
14492,7866,0
16305,4741,0
48877,3162,0
2931,11669,0
380,1223,0
44210,5463,0
47826,1550,0
39661,12391,0
33537,11905,0
12691,4250,0
41273,11334,0
10376,7720,0
13894,1148,0
36414,4366,0
38903,7486,0
46219,12528,0
21285,500,0
19313,1343,0
36236,6238,0
32002,7713,0
43006,583,0
46267,7697,0
47112,10580,0
25267,772,0
759,5442,0
31133,9551,0
25587,5780,0
6086,8562,0
43913,10729,0
10752,6171,0
14536,222,0
40703,4646,0
30550,2808,0
29738,27,0
25145,11094,0
4257,8338,0
43407,4181,0
3620,1136,0
7394,2015,0
6533,1719,0
26703,1019,0
39888,247,0
19953,9681,0
13284,5182,0
45617,6599,0
22805,617,0
16212,939,0
10188,3057,0
3146,11970,0
7834,1672,0
32683,3409,0
36440,2736,0
26657,7623,0
26432,6941,0
2250,2595,0
26420,2184,0
45948,4824,0
35966,12185,0
43881,4342,0
27950,213,0
30044,12152,0
26749,5725,0
1028,3892,0
28408,2684,0
46151,3009,0
23085,9587,0
49149,9770,0
21632,7552,0
44205,12430,0
27675,9766,0
50834,12094,0
40091,4620,0
11647,5094,0
20504,7917,0
22739,3341,0
34018,2237,0
1225,5751,0
26979,11913,0
1527,10257,0
10164,11392,0
35689,7228,0
15888,5426,0
26015,790,0
3442,1952,0
25569,1666,0
31361,10141,0
33006,11405,0
37996,8752,0
38680,11917,0
46954,7095,0
50424,2787,0
30021,427,0
15124,10305,0
31914,1832,0
32089,9748,0
4229,2060,0
7868,1216,0
25582,7678,0
2500,8390,0
43080,1951,0
