x,y,z
20977,10560,0
10734,712,0
15542,784,0
14106,6852,0
7665,20520,0
1196,18983,0
13518,652,0
24698,19733,0
14630,6356,0
24387,13145,0
5560,7024,0
8586,1674,0
23271,8626,0
21334,19558,0
13603,10076,0
17462,23472,0
11046,18695,0
13364,7543,0
18122,6332,0
22156,25368,0
11557,9271,0
17494,5974,0
21919,17508,0
21574,12279,0
25118,9167,0
13128,15190,0
7648,20697,0
24421,16151,0
23579,4117,0
22706,8072,0
13376,18725,0
23468,16029,0
20043,8494,0
11474,22899,0
5544,7140,0
1405,10305,0
6394,2104,0
19633,5129,0
11110,21398,0
16644,19469,0
5121,6525,0
18060,18885,0
23321,5144,0
5095,16046,0
11419,5648,0
4546,20168,0
19413,7603,0
8816,20307,0
18359,13513,0
19294,19790,0
12792,7438,0
24686,3012,0
22190,12938,0
18370,17020,0
7752,14530,0
17894,10768,0
21131,12232,0
120,3930,0
304,22648,0
17427,13940,0
10924,5468,0
20727,15968,0
17546,14141,0
2118,20643,0
25369,3322,0
15259,9851,0
10530,14889,0
10636,3711,0
7896,10713,0
25032,6702,0
19322,3824,0
3626,4749,0
1077,18166,0
6225,8495,0
6250,2762,0
8361,7012,0
15833,13537,0
23445,13966,0
20530,3547,0
24057,16321,0
25186,25253,0
19112,21194,0
2815,5569,0
6461,21278,0
15528,3333,0
7671,25334,0
4320,18745,0
10007,6414,0
2869,10441,0
15969,1182,0
14916,2379,0
25238,20502,0
11989,8060,0
14479,14145,0
410,15575,0
21290,15664,0
22051,6095,0
3692,12492,0
14411,2019,0
17914,15030,0
14741,23332,0
13088,17835,0
19310,2604,0
3289,11230,0
3691,13592,0
13557,1140,0
11080,13258,0
14556,19412,0
7186,17881,0
6496,3512,0
25076,13853,0
18441,24814,0
11441,13845,0
6519,18111,0
3468,18992,0
8831,17973,0
19303,6788,0
18700,6809,0
8769,8682,0
2391,11591,0
7401,9136,0
3785,12352,0
22571,23127,0
8305,15069,0
4524,16989,0
6537,14916,0
23574,7224,0
24011,1515,0
10683,16479,0
11400,3852,0
13987,9345,0
7957,265,0
13381,20632,0
15733,2442,0
18917,99,0
8728,5328,0
7310,2452,0
1911,10431,0
23938,7890,0
6568,3776,0
4068,5210,0
5268,23032,0
18448,17487,0
24593,7282,0
438,5255,0
3373,22989,0
4311,11341,0
7144,16541,0
3578,16967,0
3911,11450,0
21365,12290,0
21335,13596,0
7294,16445,0
4596,5937,0
19174,22224,0
17104,10623,0
15268,23608,0
5550,5654,0
3593,11249,0
5303,6929,0
11719,25140,0
8935,207,0
19482,22209,0
23020,11426,0
24160,8398,0
19309,24069,0
19886,11126,0
18660,23716,0
10724,341,0
16788,9817,0
16752,15348,0
6659,21305,0
5279,12586,0
21575,22393,0
19867,11746,0
2442,2170,0
15057,3575,0
2697,20344,0
24205,715,0
16580,3510,0
3758,24895,0
14846,15637,0
8868,18341,0
19110,6118,0
17751,3490,0
7571,6831,0
25215,534,0
14044,4536,0
166,849,0
18953,14549,0
10202,5398,0
25007,16279,0
22478,9168,0
7100,5949,0
3370,1682,0
617,20418,0
22703,24455,0
1164,917,0
22749,13307,0
13638,6037,0
9124,21138,0
22002,22126,0
13910,24710,0
25265,7920,0
23029,3963,0
19753,2984,0
17898,12378,0
16190,3268,0
15155,13984,0
14315,13007,0
21177,20576,0
24186,22575,0
11016,9087,0
6084,5362,0
9887,21288,0
15018,8799,0
17019,12892,0
3044,4499,0
20346,16658,0
14092,15310,0
23440,7767,0
23488,14929,0
2682,24568,0
22973,1729,0
8925,22802,0
16446,18517,0
18320,18539,0
8738,13302,0
6955,7929,0
8219,10648,0
17040,18554,0
15179,20384,0
9787,24315,0
17194,21657,0
15124,15095,0
19315,11083,0
24614,11341,0
22230,15510,0
9518,21604,0
16445,18520,0
21306,15890,0
16904,13955,0
907,18129,0
19844,6104,0
25189,24965,0
8922,8436,0
6851,23728,0
3100,6054,0
1294,22129,0
5499,16009,0
5960,10161,0
22330,21383,0
10357,13450,0
677,12749,0
23844,3333,0
23775,565,0
20279,23358,0
10913,16425,0
21066,22165,0
21955,20259,0
10226,6678,0
8934,1098,0
14568,11166,0
23679,12523,0
16162,13753,0
3749,23592,0
13447,25038,0
20010,13670,0
18644,8475,0
7525,13714,0
20183,22089,0
19049,10734,0
16657,6853,0
18048,10459,0
17882,10459,0
11154,13338,0
17234,21267,0
24328,23661,0
2645,156,0
4402,16748,0
19771,9392,0
15916,9308,0
19579,15582,0
4703,25305,0
24158,16345,0
1116,16387,0
23054,18976,0
3246,12200,0
22061,5585,0
20625,20422,0
14104,13761,0
25011,21854,0
8689,20798,0
22753,6342,0
14050,9561,0
15387,772,0
14915,3048,0
20871,17928,0
18127,11401,0
15781,23596,0
20702,3992,0
19957,16487,0
15193,23793,0
14221,23817,0
18958,4121,0
9073,19527,0
16302,4825,0
6231,4114,0
23570,24177,0
3494,5869,0
5223,19522,0
2497,22388,0
18774,11166,0
2345,20474,0
19818,25366,0
6255,11710,0
7425,24257,0
19519,9848,0
11597,10284,0
13998,23225,0
3060,22356,0
10279,13832,0
24888,11473,0
1776,18530,0
18838,17710,0
12268,9924,0
23703,21277,0
21853,24046,0
20322,18347,0
10622,19271,0
13292,11445,0
18105,14106,0
6278,24483,0
8766,6537,0
17509,9998,0
2678,7026,0
13731,9235,0
15224,24729,0
15043,12574,0
3484,23076,0
22638,262,0
22236,18785,0
13307,23038,0
5698,6657,0
4760,23906,0
14399,20054,0
25297,7002,0
1538,8799,0
5204,2788,0
261,2410,0
15512,17106,0
8253,4912,0
2172,10595,0
21071,7086,0
20035,22174,0
3965,10417,0
4396,5140,0
17937,18499,0
6967,3704,0
17455,16741,0
6442,13761,0
16122,932,0
4923,1153,0
9633,22118,0
5613,11919,0
20882,17822,0
19229,6388,0
9071,11382,0
22236,12891,0
22964,22674,0
14509,17751,0
11299,22531,0
631,24444,0
24934,4766,0
16933,5746,0
493,1155,0
14533,7256,0
17834,16047,0
3988,7152,0
2556,9801,0
23018,3627,0
17399,6251,0
8982,23732,0
3661,15971,0
6702,18539,0
19441,13763,0
13468,18151,0
1931,335,0
19932,21813,0
21574,13087,0
1739,13228,0
5074,16847,0
12285,24778,0
9724,13036,0
8360,13928,0
23147,12660,0
15314,11850,0
2087,7001,0
8021,25024,0
257,22974,0
9608,9203,0
20614,17936,0
15408,16543,0
9465,21312,0
13127,16318,0
4049,20403,0
5799,24658,0
9667,13582,0
22654,19631,0
1063,12390,0
22399,4254,0
15686,1522,0
523,20154,0
3379,20456,0
23123,15631,0
21844,18110,0
19900,25022,0
10130,18824,0
21778,17429,0
24911,22673,0
17858,21286,0
6490,24786,0
25158,13328,0
23764,19807,0
13922,18875,0
8355,13047,0
1102,827,0
19361,6178,0
17047,16610,0
17396,18084,0
20153,21079,0
14848,3158,0
5572,22274,0
20877,13735,0
6873,2329,0
4289,18150,0
19629,403,0
1177,11547,0
22250,10671,0
1065,17580,0
20475,20074,0
21156,13480,0
14229,24881,0
24227,18816,0
17087,4745,0
3059,25277,0
12092,23555,0
17203,22811,0
19907,23771,0
22432,6275,0
20849,23062,0
5925,15416,0
22912,12015,0
18393,20605,0
3486,13209,0
25386,22158,0
24901,1693,0
24707,16767,0
15652,24090,0
22519,6090,0
1077,6651,0
17385,6028,0
21661,20658,0
17677,13337,0
21430,12424,0
239,16416,0
3900,20834,0
5720,23637,0
16741,6647,0
14367,17839,0
